gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000007655	72.01991	0.0006826513	0.015535925	0.3034524	0.9984822
ENSMUSG00000007656	2435.887	2.544079e-05	0.011155042	0.9642816	0.9984822
ENSMUSG00000007659	444.8826	0.0004549545	0.009493585	0.4591654	0.9984822
ENSMUSG00000007670	410.8456	-0.000848935	0.014282345	0.2439298	0.9984822
ENSMUSG00000007682	274.2309	-0.003033087	0.035754958	0.02793432	0.7574577
ENSMUSG00000007721	125.7211	5.535303e-05	0.011732696	0.9222774	0.9984822
ENSMUSG00000007739	646.9965	-6.579436e-05	0.008653387	0.9067444	0.9984822
ENSMUSG00000007777	65.46959	-0.0004542254	0.01505731	0.4448166	0.9984822
ENSMUSG00000007783	474.6462	0.0005427929	0.010501586	0.3934462	0.9984822
ENSMUSG00000007805	1.19219	-0.001387312	0.079371841	0.4561324	NA
ENSMUSG00000007812	356.9787	-0.0002222915	0.008840566	0.6988126	0.9984822
ENSMUSG00000007815	666.3037	0.0005194984	0.010286359	0.4096133	0.9984822
ENSMUSG00000007817	389.6653	-0.0003449941	0.017604249	0.5206684	0.9984822
ENSMUSG00000007827	169.1317	-0.0005013857	0.012054082	0.4283716	0.9984822
ENSMUSG00000007833	30.28727	0.0008821738	0.0206321	0.1945829	0.9862679
ENSMUSG00000007836	576.982	-0.0008610465	0.015021739	0.238515	0.9984822
ENSMUSG00000007837	13.24542	-0.0003921424	0.016894664	0.4777163	0.9984822
ENSMUSG00000007850	1563.518	-0.0002367484	0.008518666	0.6823756	0.9984822
ENSMUSG00000007867	20.13653	9.326755e-05	0.015599529	0.8555086	0.9984822
ENSMUSG00000007872	118.3728	0.001016477	0.015679232	0.1925716	0.9852527
ENSMUSG00000007877	0.9296964	0.0002284004	0.052754292	0.8618033	NA
ENSMUSG00000007880	836.0631	-0.0001721451	0.013333061	0.7583369	0.9984822
ENSMUSG00000007888	1.915684	-0.0003079628	0.038941932	0.7428602	0.9984822
ENSMUSG00000007891	1637.517	0.0005498294	0.011964824	0.3932443	0.9984822
ENSMUSG00000007892	1990.619	-9.169943e-05	0.00970844	0.871148	0.9984822
ENSMUSG00000007908	157.6227	-0.0002024913	0.010040696	0.7249577	0.9984822
ENSMUSG00000007944	144.9382	-0.001834492	0.02729594	0.06362011	0.9301406
ENSMUSG00000007950	915.5624	0.0002817508	0.010106064	0.6303476	0.9984822
ENSMUSG00000007987	211.6993	0.0006006101	0.011376584	0.358008	0.9984822
ENSMUSG00000007989	847.8914	-5.326731e-05	0.008706932	0.9243598	0.9984822
ENSMUSG00000008028	8.367718	-2.597161e-05	0.019038777	0.959493	0.9984822
ENSMUSG00000008035	398.3956	0.001381032	0.017736642	0.125162	0.9805731
ENSMUSG00000008036	383.9356	0.000229043	0.01002529	0.6920835	0.9984822
ENSMUSG00000008090	67.81314	9.819155e-05	0.011815797	0.8629967	0.9984822
ENSMUSG00000008129	15.6424	-0.0001079368	0.016498939	0.8309176	0.9984822
ENSMUSG00000008136	47.63355	-0.001086912	0.020370269	0.1508561	0.9805731
ENSMUSG00000008140	612.3045	0.0009114329	0.012849178	0.2193088	0.9930713
ENSMUSG00000008153	1919.599	8.481475e-05	0.00929835	0.8802748	0.9984822
ENSMUSG00000008167	59.96962	-0.0007666348	0.017311265	0.2518837	0.9984822
ENSMUSG00000008193	1.600088	0.001504393	0.066624102	0.3144518	NA
ENSMUSG00000008200	414.8145	-0.0002869853	0.008020474	0.6306378	0.9984822
ENSMUSG00000008206	376.6405	-8.754206e-05	0.009630406	0.8768128	0.9984822
ENSMUSG00000008226	195.3248	0.0004021351	0.012540358	0.5100043	0.9984822
ENSMUSG00000008301	203.1601	-0.0001525216	0.011161403	0.7906836	0.9984822
ENSMUSG00000008305	582.1228	5.05985e-06	0.008707376	0.9927933	0.9996816
ENSMUSG00000008307	38.41385	-0.0002465139	0.014796914	0.6516915	0.9984822
ENSMUSG00000008318	58.84624	0.0002727783	0.012744684	0.6398582	0.9984822
ENSMUSG00000008333	124.7389	0.0004636648	0.013985929	0.4496282	0.9984822
ENSMUSG00000008348	1324.617	-7.864675e-05	0.008847086	0.8886819	0.9984822
ENSMUSG00000008373	183.9622	-0.0001310935	0.01056435	0.8186393	0.9984822
ENSMUSG00000008384	50.71149	-2.774085e-05	0.012260513	0.9606866	0.9984822
ENSMUSG00000008393	814.9524	0.001273946	0.016661144	0.1408626	0.9805731
ENSMUSG00000008398	33.98566	-0.006327387	0.075176874	0.01046985	0.5768301
ENSMUSG00000008429	203.0469	-0.0001424491	0.01096287	0.803873	0.9984822
ENSMUSG00000008435	125.8139	-0.0002183342	0.011116462	0.7072343	0.9984822
ENSMUSG00000008438	9.175823	-0.001475927	0.048802752	0.1680152	0.9805731
ENSMUSG00000008450	158.6438	-0.0002509093	0.012614234	0.6655662	0.9984822
ENSMUSG00000008461	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000008475	426.196	-0.0006354591	0.011713578	0.3381533	0.9984822
ENSMUSG00000008482	0.2290931	-0.000559022	0.101374057	0.8100108	NA
ENSMUSG00000008489	313.1197	-0.007266964	0.049443444	0.008987354	0.5493261
ENSMUSG00000008496	30.633	-0.0002328557	0.017804763	0.6525247	0.9984822
ENSMUSG00000008540	51.94151	0.0005922503	0.016943034	0.3327322	0.9984822
ENSMUSG00000008575	512.1229	-0.00110569	0.017075298	0.1690835	0.9805731
ENSMUSG00000008590	0.1428347	-0.001584983	0.113857482	0.5301657	NA
ENSMUSG00000008601	0.3459395	-0.000929681	0.089417543	0.6612729	NA
ENSMUSG00000008604	497.1262	-0.0002369999	0.01015159	0.6827784	0.9984822
ENSMUSG00000008658	1571.671	-0.0002023238	0.010193667	0.7255226	0.9984822
ENSMUSG00000008668	826.7586	0.001189634	0.017099644	0.1541633	0.9805731
ENSMUSG00000008682	1583.003	0.0004333677	0.011341564	0.4822117	0.9984822
ENSMUSG00000008683	877.7082	6.304472e-05	0.010673205	0.9116951	0.9984822
ENSMUSG00000008690	542.0609	-4.026139e-05	0.008620155	0.9427794	0.9984822
ENSMUSG00000008730	1330.242	0.0002716768	0.009055396	0.6400407	0.9984822
ENSMUSG00000008734	841.6884	0.0005628552	0.01101769	0.3813028	0.9984822
ENSMUSG00000008763	1380.24	-0.000719841	0.011271469	0.2915533	0.9984822
ENSMUSG00000008822	41.57262	-0.0009876786	0.019410502	0.1749931	0.9805731
ENSMUSG00000008845	5.56416	0.001061607	0.043200839	0.2633889	0.9984822
ENSMUSG00000008855	695.5036	0.0001260989	0.008719406	0.8233815	0.9984822
ENSMUSG00000008859	330.0073	-0.001289338	0.015841142	0.1375064	0.9805731
ENSMUSG00000008874	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000008892	744.4099	-0.0001303631	0.009510538	0.8180441	0.9984822
ENSMUSG00000008932	0.4224416	0	0.090284807	1	NA
ENSMUSG00000008958	97.38023	0.0007848849	0.014662242	0.2670973	0.9984822
ENSMUSG00000008976	231.7337	3.723201e-06	0.009299627	0.994706	0.9996816
ENSMUSG00000008999	61.60233	-0.000566387	0.015846724	0.3594484	0.9984822
ENSMUSG00000009013	857.6846	0.0005442133	0.01058492	0.392696	0.9984822
ENSMUSG00000009030	137.4894	0.0004067763	0.012327974	0.5063335	0.9984822
ENSMUSG00000009035	221.868	-0.0002696682	0.012169486	0.6457849	0.9984822
ENSMUSG00000009070	2.116568	0.002668693	0.08662237	0.1668549	0.9805731
ENSMUSG00000009073	529.1008	0.001481139	0.017107796	0.1125107	0.9805731
ENSMUSG00000009075	101.5986	-0.001484522	0.021965639	0.09883527	0.9805731
ENSMUSG00000009076	29.9479	0.0008438211	0.019409394	0.2109347	0.9903533
ENSMUSG00000009079	1199.183	-8.498075e-05	0.009309302	0.8800529	0.9984822
ENSMUSG00000009090	921.4226	-0.0008080624	0.009710903	0.2529527	0.9984822
ENSMUSG00000009092	5.177803	0.04703896	0.414119471	0.006003245	0.4556561
ENSMUSG00000009097	3.992298	-0.001943353	0.062643661	0.1555664	0.9805731
ENSMUSG00000009108	0.7308943	-0.005504975	0.154147175	0.1200405	NA
ENSMUSG00000009112	286.8801	-5.87985e-05	0.008127182	0.917334	0.9984822
ENSMUSG00000009114	0.2680948	0.0009118901	0.103786194	0.6997159	NA
ENSMUSG00000009115	0.08913911	-0.001265559	0.109235811	0.6053751	NA
ENSMUSG00000009145	2.70091	-0.0001760348	0.033985978	0.8307692	0.9984822
ENSMUSG00000009185	0.8103078	-0.0001544626	0.065358811	0.9245638	NA
ENSMUSG00000009207	448.5154	0.0001744132	0.009516542	0.7597064	0.9984822
ENSMUSG00000009210	0.473329	5.504685e-05	0.085317083	0.9786873	NA
ENSMUSG00000009214	1.414474	-0.001814358	0.075603222	0.2860115	NA
ENSMUSG00000009216	140.2957	-0.003904651	0.073907859	0.03580901	0.8087596
ENSMUSG00000009246	0.3825922	-0.001353903	0.103329379	0.5667348	NA
ENSMUSG00000009248	1.016589	0.001128337	0.070855208	0.5006287	NA
ENSMUSG00000009281	26.40435	0.001182066	0.024765028	0.1244249	0.9805731
ENSMUSG00000009291	453.0351	0.0007505038	0.011068859	0.2765247	0.9984822
ENSMUSG00000009292	268.0813	-0.0001991088	0.009434255	0.7279236	0.9984822
ENSMUSG00000009293	198.3494	-0.000136606	0.010683293	0.8114101	0.9984822
ENSMUSG00000009350	0.4792505	-0.001872435	0.118355467	0.4714567	NA
ENSMUSG00000009356	3.868175	0.0006138341	0.037293372	0.4706719	0.9984822
ENSMUSG00000009376	11.85053	-0.001414322	0.045151506	0.1583227	0.9805731
ENSMUSG00000009378	13.53397	0.001054076	0.029232472	0.159862	0.9805731
ENSMUSG00000009394	2299.764	-0.002741366	0.020833221	0.04096623	0.8392157
ENSMUSG00000009406	329.1249	0.001244638	0.015389526	0.1442714	0.9805731
ENSMUSG00000009418	687.1827	-0.0006169995	0.019601261	0.3042909	0.9984822
ENSMUSG00000009470	901.7926	0.0004057816	0.008727367	0.5045168	0.9984822
ENSMUSG00000009471	0.09942802	-0.0003480522	0.100537028	0.8803288	NA
ENSMUSG00000009487	0.2176155	0	0.099713563	1	NA
ENSMUSG00000009535	533.8879	-0.0004888323	0.009746515	0.4319645	0.9984822
ENSMUSG00000009545	2.085956	-0.0007301629	0.044962874	0.4786631	0.9984822
ENSMUSG00000009549	307.7412	-0.0003827972	0.012397074	0.5281484	0.9984822
ENSMUSG00000009551	3.309813	-0.0001326276	0.028669457	0.8487881	0.9984822
ENSMUSG00000009555	342.5184	1.009496e-05	0.009241242	0.9856415	0.9994695
ENSMUSG00000009563	118.2287	-5.009473e-05	0.010125266	0.9294662	0.9984822
ENSMUSG00000009566	34.22768	0.001095534	0.0239553	0.1398199	0.9805731
ENSMUSG00000009569	2739.43	0.0001349992	0.009814621	0.8122879	0.9984822
ENSMUSG00000009575	2845.786	-0.0003347767	0.007158009	0.6177093	0.9984822
ENSMUSG00000009585	15.33236	0.0004514629	0.0199675	0.420425	0.9984822
ENSMUSG00000009588	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000009596	0.8733348	-0.00264041	0.123093209	0.3318076	NA
ENSMUSG00000009614	75.4192	-0.0001768145	0.012918833	0.7548152	0.9984822
ENSMUSG00000009621	75.8331	0.002590112	0.03144118	0.03736568	0.8218674
ENSMUSG00000009628	23.35263	-0.000292597	0.018086721	0.5783932	0.9984822
ENSMUSG00000009630	490.2914	-0.0001308194	0.009119447	0.8169866	0.9984822
ENSMUSG00000009633	12.07158	5.055821e-05	0.017483342	0.9196438	0.9984822
ENSMUSG00000009640	150.4483	0.0002620227	0.011404794	0.655481	0.9984822
ENSMUSG00000009647	224.4726	-6.143326e-05	0.010633271	0.913918	0.9984822
ENSMUSG00000009654	2.423169	-0.0005257221	0.032129261	0.4778066	0.9984822
ENSMUSG00000009670	0.6562059	-0.001702652	0.085197116	0.3878821	NA
ENSMUSG00000009681	2259.095	0.000191222	0.011645767	0.7407543	0.9984822
ENSMUSG00000009687	17.41198	0.0007129385	0.021943811	0.2559096	0.9984822
ENSMUSG00000009731	63.04235	-0.0001157116	0.01470639	0.826517	0.9984822
ENSMUSG00000009733	114.1044	-0.0007572881	0.013776837	0.2802266	0.9984822
ENSMUSG00000009734	12.07086	-0.000520337	0.021583055	0.3710652	0.9984822
ENSMUSG00000009739	474.0826	-0.0003931534	0.010907561	0.5173543	0.9984822
ENSMUSG00000009741	527.3554	0.0001002249	0.008083819	0.8603569	0.9984822
ENSMUSG00000009772	4.22162	-0.0006822179	0.033447294	0.3690601	0.9984822
ENSMUSG00000009828	163.5466	0.0004325163	0.012547625	0.4833927	0.9984822
ENSMUSG00000009863	550.9826	0.0003370676	0.009066933	0.5689416	0.9984822
ENSMUSG00000009876	7.778493	0.0002684653	0.022219777	0.6317516	0.9984822
ENSMUSG00000009894	1302.082	-0.0005297635	0.011366589	0.4056796	0.9984822
ENSMUSG00000009900	0.2802087	0.0001577853	0.099568865	0.9452398	NA
ENSMUSG00000009905	279.8506	0.0007243215	0.01132067	0.2895337	0.9984822
ENSMUSG00000009907	457.3277	-7.844174e-05	0.008352476	0.8894296	0.9984822
ENSMUSG00000009927	923.9523	0.001114715	0.01574156	0.1701114	0.9805731
ENSMUSG00000009941	2.066955	-0.009074213	0.209197601	0.06834808	0.9397227
ENSMUSG00000009995	353.4904	-0.0004097485	0.009534784	0.4983406	0.9984822
ENSMUSG00000010021	23.72043	0.0002572108	0.015478675	0.6320975	0.9984822
ENSMUSG00000010025	356.9644	0.0008496777	0.011945061	0.2380818	0.9984822
ENSMUSG00000010044	33.50406	0.002402775	0.036336387	0.03962038	0.8362103
ENSMUSG00000010045	192.0834	0.002577648	0.027134243	0.04533699	0.8542043
ENSMUSG00000010047	51.68895	-0.0001438101	0.013882658	0.7923965	0.9984822
ENSMUSG00000010048	47.0746	6.755316e-05	0.013485352	0.9017093	0.9984822
ENSMUSG00000010051	31.22558	0.0001269604	0.012987943	0.8205249	0.9984822
ENSMUSG00000010054	282.8127	-2.546649e-06	0.010793125	0.9964205	0.9998688
ENSMUSG00000010057	169.5923	-0.0001569036	0.010776821	0.7847266	0.9984822
ENSMUSG00000010064	321.723	0.0002424504	0.009957192	0.6757228	0.9984822
ENSMUSG00000010066	555.7193	7.994823e-05	0.010814687	0.8883538	0.9984822
ENSMUSG00000010067	97.17292	0.0006637562	0.01400403	0.3237307	0.9984822
ENSMUSG00000010080	4.063015	0.0005150466	0.032205988	0.4883045	0.9984822
ENSMUSG00000010086	1314.808	-0.0005202709	0.012660186	0.4145764	0.9984822
ENSMUSG00000010095	356.7679	0.000357343	0.010205606	0.5498813	0.9984822
ENSMUSG00000010097	617.9842	0.0005895506	0.010409586	0.361957	0.9984822
ENSMUSG00000010110	367.3569	-0.0006183781	0.012106777	0.349495	0.9984822
ENSMUSG00000010122	5.88365	0.0002913209	0.029522962	0.6788226	0.9984822
ENSMUSG00000010136	7.033717	-0.000254487	0.023027543	0.6567324	0.9984822
ENSMUSG00000010142	6.127393	-0.0001936783	0.02009121	0.7140488	0.9984822
ENSMUSG00000010154	77.69795	-5.378e-05	0.012352121	0.9238491	0.9984822
ENSMUSG00000010175	172.5349	5.879022e-05	0.013463564	0.9143963	0.9984822
ENSMUSG00000010205	127.3604	-0.0004492213	0.014987065	0.4495737	0.9984822
ENSMUSG00000010277	2405.936	-0.003232714	0.022230289	0.03082642	0.7663157
ENSMUSG00000010290	290.2993	0.01129463	0.060348032	0.005168069	0.421054
ENSMUSG00000010307	50.08895	0.0001681701	0.013793583	0.7602587	0.9984822
ENSMUSG00000010311	2.14941	6.748716e-06	0.034326155	0.9935852	0.9996816
ENSMUSG00000010342	2.697189	2.949958e-05	0.030323922	0.9681609	0.9988845
ENSMUSG00000010358	14.62848	-0.004121876	0.080916481	0.03939887	0.8358158
ENSMUSG00000010362	25.61783	0.001082036	0.023772439	0.142495	0.9805731
ENSMUSG00000010376	215.8726	-0.0005127773	0.014028512	0.4134033	0.9984822
ENSMUSG00000010392	385.4366	0.0001339683	0.008579941	0.8129568	0.9984822
ENSMUSG00000010406	84.81423	0.0004948268	0.013619226	0.4292812	0.9984822
ENSMUSG00000010453	497.1338	-1.415452e-05	0.00882937	0.9798389	0.9994695
ENSMUSG00000010461	12.09697	-3.089685e-05	0.016398959	0.9509198	0.9984822
ENSMUSG00000010476	4.359143	-5.224352e-05	0.025423552	0.9333053	0.9984822
ENSMUSG00000010492	3.813967	-0.004716526	0.123147569	0.09991722	0.9805731
ENSMUSG00000010505	194.0703	0.000179612	0.010953163	0.7555329	0.9984822
ENSMUSG00000010517	375.8994	0.0007450413	0.010712773	0.2782964	0.9984822
ENSMUSG00000010529	16.76373	-0.0005750372	0.019162736	0.3296023	0.9984822
ENSMUSG00000010538	3.92399	-0.0004779655	0.026823199	0.4544115	0.9984822
ENSMUSG00000010554	302.7752	-0.001204887	0.015096078	0.1509783	0.9805731
ENSMUSG00000010592	52.52488	0.0006349736	0.016982743	0.3100788	0.9984822
ENSMUSG00000010607	48.27698	-0.0002178779	0.014028798	0.6944118	0.9984822
ENSMUSG00000010608	1064.344	-0.00069894	0.01099218	0.3011289	0.9984822
ENSMUSG00000010609	58.62247	-3.317009e-05	0.012219333	0.9530422	0.9984822
ENSMUSG00000010651	1.70818	0.0004903027	0.042829327	0.6293226	NA
ENSMUSG00000010660	34.36222	-0.0001802418	0.014907732	0.7350438	0.9984822
ENSMUSG00000010663	1026.679	-0.0006006544	0.010047181	0.3545403	0.9984822
ENSMUSG00000010721	304.0755	-0.0001776164	0.00835487	0.7564123	0.9984822
ENSMUSG00000010751	6.434868	-0.0006263019	0.025485572	0.3224863	0.9984822
ENSMUSG00000010755	189.5144	-0.0006771998	0.01285975	0.3180413	0.9984822
ENSMUSG00000010797	103.227	0.0002197491	0.013292854	0.6984178	0.9984822
ENSMUSG00000010803	1460.43	-0.001847988	0.024874707	0.06856385	0.9412917
ENSMUSG00000010825	7.552596	-0.0005402192	0.030461425	0.4435373	0.9984822
ENSMUSG00000010830	1.58722	1.429051e-05	0.041291692	0.9888217	NA
ENSMUSG00000010911	39.84542	0.0002752199	0.014021636	0.6265661	0.9984822
ENSMUSG00000010914	266.978	0.0003641783	0.010414885	0.5437405	0.9984822
ENSMUSG00000010936	168.3926	0.0001866333	0.01040304	0.7458011	0.9984822
ENSMUSG00000011008	0.1898304	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000011034	0.1739008	0	0.099713563	1	NA
ENSMUSG00000011096	136.9012	0.0005884774	0.013534842	0.3674571	0.9984822
ENSMUSG00000011114	185.874	5.805094e-05	0.011204836	0.9187223	0.9984822
ENSMUSG00000011148	81.37553	-0.0007942317	0.015842818	0.2564782	0.9984822
ENSMUSG00000011154	4.657247	1.215794e-05	0.02271225	0.9829409	0.9994695
ENSMUSG00000011158	189.6786	0.0003486519	0.01206044	0.5618455	0.9984822
ENSMUSG00000011171	4.331402	0.0003645413	0.026344227	0.5634179	0.9984822
ENSMUSG00000011179	387.4706	-3.23682e-05	0.009784985	0.9542179	0.9984822
ENSMUSG00000011254	46.9852	0.0002006095	0.013649042	0.7194039	0.9984822
ENSMUSG00000011256	68.662	-9.092484e-05	0.013221103	0.8693984	0.9984822
ENSMUSG00000011257	218.5075	-0.001237754	0.016960123	0.1465063	0.9805731
ENSMUSG00000011267	1.912248	7.819168e-05	0.042905786	0.9412619	0.9984822
ENSMUSG00000011305	2.177248	-4.009768e-05	0.03426071	0.9618081	0.9984822
ENSMUSG00000011306	171.6386	-0.0008633699	0.015354636	0.2365142	0.9984822
ENSMUSG00000011382	91.14875	0.0005568295	0.014372632	0.381482	0.9984822
ENSMUSG00000011427	192.4504	-0.0003982932	0.011745809	0.5143123	0.9984822
ENSMUSG00000011463	0.4773005	-8.152626e-05	0.078270159	0.9661554	NA
ENSMUSG00000011486	0.2155867	0.0003188528	0.099801165	0.889791	NA
ENSMUSG00000011589	158.1479	6.275957e-05	0.01107893	0.9121856	0.9984822
ENSMUSG00000011632	0.08627282	0	0.099713563	1	NA
ENSMUSG00000011658	114.3193	6.066771e-05	0.011338606	0.9150621	0.9984822
ENSMUSG00000011751	1140.998	-0.001268373	0.017414901	0.1410444	0.9805731
ENSMUSG00000011752	1829.758	-3.338424e-05	0.008072306	0.9530255	0.9984822
ENSMUSG00000011831	652.4848	-0.00054791	0.009400661	0.3895339	0.9984822
ENSMUSG00000011832	591.9254	0.0006174042	0.011293522	0.347377	0.9984822
ENSMUSG00000011837	136.2264	0.0004106052	0.012167117	0.5031195	0.9984822
ENSMUSG00000011877	974.5847	-0.0005092689	0.013006004	0.4218069	0.9984822
ENSMUSG00000011884	124.0394	0.0004193589	0.014939577	0.4743258	0.9984822
ENSMUSG00000011958	213.1314	-0.0007443052	0.013097128	0.2855363	0.9984822
ENSMUSG00000011960	404.159	0.000729275	0.009719619	0.2863224	0.9984822
ENSMUSG00000012017	19.01125	-5.60521e-05	0.016222885	0.9114286	0.9984822
ENSMUSG00000012076	318.598	0.0007278048	0.012306871	0.2912387	0.9984822
ENSMUSG00000012114	168.063	-0.0002898322	0.012123602	0.623409	0.9984822
ENSMUSG00000012117	234.0583	-0.0002337848	0.010238275	0.6868797	0.9984822
ENSMUSG00000012123	11.12424	0.0001495774	0.016470953	0.7691638	0.9984822
ENSMUSG00000012126	79.60685	0.0007423299	0.01596199	0.2744095	0.9984822
ENSMUSG00000012187	0.939645	-0.0006844233	0.057083642	0.6183562	NA
ENSMUSG00000012211	2.802573	0.0005961475	0.032750148	0.4260549	0.9984822
ENSMUSG00000012282	0.02828562	0	0.099713563	1	NA
ENSMUSG00000012296	49.30018	-0.0003661997	0.014020914	0.5324807	0.9984822
ENSMUSG00000012350	0.2592586	-0.0009899759	0.105553159	0.6788238	NA
ENSMUSG00000012405	1136.174	0.0002885708	0.010355532	0.623396	0.9984822
ENSMUSG00000012422	575.9065	-0.0002710148	0.00975256	0.6416459	0.9984822
ENSMUSG00000012428	1.263647	-6.262012e-05	0.042762018	0.9527954	NA
ENSMUSG00000012429	100.7857	-0.0004784519	0.012015199	0.4460467	0.9984822
ENSMUSG00000012443	15.5093	0.0005606477	0.021909888	0.3432979	0.9984822
ENSMUSG00000012483	27.97805	-0.0004524601	0.016757163	0.4272763	0.9984822
ENSMUSG00000012519	1.669611	0.0006128127	0.039692248	0.5013601	NA
ENSMUSG00000012520	0.02933238	0	0.099713563	1	NA
ENSMUSG00000012535	645.2151	6.70833e-05	0.007754343	0.9075147	0.9984822
ENSMUSG00000012609	242.2952	-0.0001026477	0.009959268	0.8563932	0.9984822
ENSMUSG00000012640	281.4017	-0.0002763229	0.011718657	0.6391014	0.9984822
ENSMUSG00000012705	7.771848	-6.591542e-05	0.021437324	0.9038051	0.9984822
ENSMUSG00000012819	20.77326	-0.001231009	0.030054586	0.1235287	0.9805731
ENSMUSG00000012848	948.0743	0.0008969886	0.013854057	0.2269363	0.9965505
ENSMUSG00000012889	0.9479462	-0.005241106	0.164778622	0.1486441	NA
ENSMUSG00000013033	2950.441	-0.001488422	0.018844762	0.1115217	0.9805731
ENSMUSG00000013076	649.2032	0.0003797057	0.011214177	0.5309557	0.9984822
ENSMUSG00000013083	0.03783412	-0.001108649	0.107243853	0.6464949	NA
ENSMUSG00000013089	448.2547	-0.005591705	0.038558323	0.01545136	0.6592397
ENSMUSG00000013150	84.05408	-0.0002036303	0.012351921	0.7235735	0.9984822
ENSMUSG00000013155	21.47129	0.0006678201	0.020101258	0.2769488	0.9984822
ENSMUSG00000013158	0.9613942	-0.001562732	0.083073527	0.4191272	NA
ENSMUSG00000013160	755.9857	0.0009887631	0.010440765	0.1914846	0.9852527
ENSMUSG00000013236	2483.261	-0.0005795444	0.011135644	0.3706238	0.9984822
ENSMUSG00000013275	341.3955	0.0006080568	0.01251099	0.3565825	0.9984822
ENSMUSG00000013338	0.02933238	0	0.099713563	1	NA
ENSMUSG00000013367	43.57144	-0.0002819037	0.014289962	0.616185	0.9984822
ENSMUSG00000013415	0.1247662	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000013419	348.7354	-0.001256171	0.015661685	0.1427894	0.9805731
ENSMUSG00000013465	200.6986	-0.000368107	0.01208399	0.5427049	0.9984822
ENSMUSG00000013483	1.308324	0.002322338	0.081645755	0.2009267	NA
ENSMUSG00000013495	237.8338	-0.001541446	0.020004578	0.1036997	0.9805731
ENSMUSG00000013523	912.4253	0.01024378	0.061603053	0.00510647	0.4184594
ENSMUSG00000013539	182.4612	-0.006614436	0.046911717	0.01033999	0.5768301
ENSMUSG00000013562	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000013584	14.67087	0.0007609878	0.027937154	0.2630181	0.9984822
ENSMUSG00000013593	887.5886	0.0002545332	0.010864433	0.6636115	0.9984822
ENSMUSG00000013611	3.142879	-0.0001022262	0.03136382	0.8933461	0.9984822
ENSMUSG00000013622	306.4704	0.0006019999	0.011723175	0.3583432	0.9984822
ENSMUSG00000013629	159.098	-0.0001788098	0.010736399	0.7563308	0.9984822
ENSMUSG00000013646	188.9704	0.0007038861	0.013251289	0.3048672	0.9984822
ENSMUSG00000013662	721.0458	-0.0003444754	0.010899966	0.565066	0.9984822
ENSMUSG00000013663	2242.213	-0.0003944239	0.008093311	0.5236136	0.9984822
ENSMUSG00000013698	2214.186	0.002106441	0.021712841	0.06674235	0.932532
ENSMUSG00000013701	290.987	-0.0003689079	0.011540969	0.5419463	0.9984822
ENSMUSG00000013707	7.068308	1.550316e-05	0.019135855	0.9758594	0.9994695
ENSMUSG00000013736	255.599	-0.0002799069	0.011005695	0.6347044	0.9984822
ENSMUSG00000013766	3.77917	-0.006425754	0.149560373	0.07484713	0.957299
ENSMUSG00000013787	1069.417	-8.497699e-06	0.008289065	0.9879551	0.9994924
ENSMUSG00000013822	132.2275	0.0002919866	0.011950625	0.6214039	0.9984822
ENSMUSG00000013833	275.4827	-9.957391e-05	0.009960249	0.8606104	0.9984822
ENSMUSG00000013846	83.18831	-0.0005061016	0.016082637	0.3947545	0.9984822
ENSMUSG00000013858	366.0997	0.001648786	0.019827838	0.09573992	0.9805731
ENSMUSG00000013878	287.3086	0.000725503	0.013245896	0.294464	0.9984822
ENSMUSG00000013921	610.4244	-0.0007672468	0.020851471	0.2324248	0.9984822
ENSMUSG00000013928	0.6450417	-0.001092408	0.092992568	0.6171298	NA
ENSMUSG00000013936	1.721736	0.0003456984	0.037623076	0.7006214	NA
ENSMUSG00000013973	135.5933	-0.0002409462	0.012399387	0.6782055	0.9984822
ENSMUSG00000013974	2.059402	0.0005299401	0.046825215	0.6355055	0.9984822
ENSMUSG00000013997	204.9166	-0.000492883	0.012318036	0.4350002	0.9984822
ENSMUSG00000014030	0.5064951	7.681035e-05	0.07068944	0.9651266	NA
ENSMUSG00000014039	184.0069	0.0002525908	0.011093099	0.6662184	0.9984822
ENSMUSG00000014074	313.9699	0.002907731	0.026067417	0.04101899	0.8392157
ENSMUSG00000014075	57.55995	0.0007747149	0.015612472	0.2653476	0.9984822
ENSMUSG00000014077	584.515	0.0001682881	0.009345694	0.7674124	0.9984822
ENSMUSG00000014158	6.596636	-0.000846781	0.033390136	0.2670042	0.9984822
ENSMUSG00000014164	169.3831	0.000207209	0.013329279	0.7136277	0.9984822
ENSMUSG00000014177	152.5421	-0.0001338827	0.011406344	0.8152398	0.9984822
ENSMUSG00000014195	661.5069	-0.0007957032	0.013296509	0.263587	0.9984822
ENSMUSG00000014198	2.445933	-0.0003840134	0.034383376	0.6356788	0.9984822
ENSMUSG00000014226	350.625	-0.0002084686	0.011911794	0.7188595	0.9984822
ENSMUSG00000014232	171.5444	-0.0005623653	0.011776854	0.3842089	0.9984822
